ProductID,ProductName,Category,SubCategory,ProductPrice,SupplierPrice
FUR-CH-10003846,Hon Valutask Swivel Chairs,Furniture,Chairs,10098.0,8482.0
FUR-CH-10003956,Novimex High-Tech Fabric Mesh Task Chair,Furniture,Chairs,7098.0,6601.0
FUR-CH-10003968,Novimex Turbo Task Chair,Furniture,Chairs,7098.0,6246.0
FUR-CH-10003973,GuestStacker Chair with Chrome Finish Legs,Furniture,Chairs,37176.0,26767.0
FUR-CH-10003981,Global Commerce Series Low-Back Swivel/Tilt Chairs,Furniture,Chairs,25698.0,18246.0
FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,Furniture,Chairs,28598.0,20305.0
FUR-CH-10004086,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Furniture,Chairs,29173.0,20713.0
FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",Furniture,Chairs,10098.0,7573.0
FUR-CH-10004287,SAFCO Arco Folding Chair,Furniture,Chairs,27620.0,19610.0
FUR-CH-10004289,Global Super Steno Chair,Furniture,Chairs,9598.0,7966.0
FUR-CH-10004477,"Global Push Button Manager's Chair, Indigo",Furniture,Chairs,6089.0,4323.0
FUR-CH-10004495,"Global Leather and Oak Executive Chair, Black",Furniture,Chairs,30098.0,21370.0
FUR-CH-10004540,Global Chrome Stack Chair,Furniture,Chairs,3428.0,2502.0
FUR-CH-10004626,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,Furniture,Chairs,10089.0,7668.0
FUR-CH-10004675,"Lifetime Advantage Folding Chairs, 4/Carton",Furniture,Chairs,21808.0,15702.0
FUR-CH-10004698,"Padded Folding Chairs, Black, 4/Carton",Furniture,Chairs,8098.0,5831.0
FUR-CH-10004754,"Global Stack Chair with Arms, Black",Furniture,Chairs,2998.0,2189.0
FUR-CH-10004853,"Global Manager's Adjustable Task Chair, Storm",Furniture,Chairs,15097.0,10720.0
FUR-CH-10004860,Global Low Back Tilter Chair,Furniture,Chairs,10098.0,9492.0
FUR-CH-10004875,Harbour Creations 67200 Series Stacking Chairs,Furniture,Chairs,7118.0,5196.0
FUR-CH-10004886,Bevis Steel Folding Chairs,Furniture,Chairs,9595.0,6908.0
FUR-CH-10004983,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Furniture,Chairs,16097.0,12395.0
FUR-CH-10004997,Hon Every-Day Series Multi-Task Chairs,Furniture,Chairs,18798.0,15038.0
FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",Furniture,Furnishings,497.0,343.0
FUR-FU-10000023,Eldon Wave Desk Accessories,Furniture,Furnishings,589.0,330.0
FUR-FU-10000073,Deflect-O Glasstique Clear Desk Accessories,Furniture,Furnishings,770.0,516.0
FUR-FU-10000076,24-Hour Round Wall Clock,Furniture,Furnishings,1998.0,1139.0
FUR-FU-10000087,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Furniture,Furnishings,2272.0,1340.0
FUR-FU-10000175,DAX Wood Document Frame.,Furniture,Furnishings,1373.0,947.0
FUR-FU-10000193,Tenex Chairmats For Use with Hard Floors,Furniture,Furnishings,3247.0,2988.0
FUR-FU-10000206,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",Furniture,Furnishings,291.0,154.0
FUR-FU-10000221,"Master Caster Door Stop, Brown",Furniture,Furnishings,508.0,335.0
FUR-FU-10000222,"Seth Thomas 16"" Steel Case Clock",Furniture,Furnishings,3247.0,2176.0
FUR-FU-10000246,Aluminum Document Frame,Furniture,Furnishings,1222.0,855.0
FUR-FU-10000260,"6"" Cubicle Wall Clock, Black",Furniture,Furnishings,809.0,518.0
FUR-FU-10000277,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Furniture,Furnishings,10534.0,8006.0
FUR-FU-10000293,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Furniture,Furnishings,10529.0,9897.0
FUR-FU-10000305,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",Furniture,Furnishings,7098.0,5962.0
FUR-FU-10000308,Deflect-o Glass Clear Studded Chair Mats,Furniture,Furnishings,6218.0,4850.0
FUR-FU-10000320,OIC Stacking Trays,Furniture,Furnishings,334.0,187.0
FUR-FU-10000397,Luxo Economy Swing Arm Lamp,Furniture,Furnishings,1994.0,1436.0
FUR-FU-10000409,"GE 4 Foot Flourescent Tube, 40 Watt",Furniture,Furnishings,1498.0,809.0
FUR-FU-10000448,Tenex Chairmats For Use With Carpeted Floors,Furniture,Furnishings,1598.0,1518.0
FUR-FU-10000521,"Seth Thomas 14"" Putty-Colored Wall Clock",Furniture,Furnishings,2934.0,2023.0
FUR-FU-10000550,Stacking Trays by OIC,Furniture,Furnishings,498.0,334.0
FUR-FU-10000576,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Furniture,Furnishings,20984.0,15528.0
FUR-FU-10000629,9-3/4 Diameter Round Wall Clock,Furniture,Furnishings,1379.0,800.0
FUR-FU-10000672,"Executive Impressions 10"" Spectator Wall Clock",Furniture,Furnishings,1176.0,776.0
FUR-FU-10000719,"DAX Cubicle Frames, 8-1/2 x 11",Furniture,Furnishings,857.0,548.0
FUR-FU-10000723,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Furniture,Furnishings,4132.0,3760.0
FUR-FU-10000732,Eldon 200 Class Desk Accessories,Furniture,Furnishings,628.0,426.0
FUR-FU-10000747,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Furniture,Furnishings,4598.0,3815.0
FUR-FU-10000755,Eldon Expressions Mahogany Wood Desk Collection,Furniture,Furnishings,624.0,468.0
FUR-FU-10000758,DAX Natural Wood-Tone Poster Frame,Furniture,Furnishings,2648.0,1695.0
FUR-FU-10000771,"Eldon 200 Class Desk Accessories, Smoke",Furniture,Furnishings,628.0,364.0
FUR-FU-10000794,"Eldon Stackable Tray, Side-Load, Legal, Smoke",Furniture,Furnishings,914.0,603.0
FUR-FU-10000820,Tensor Brushed Steel Torchiere Floor Lamp,Furniture,Furnishings,1698.0,1393.0
FUR-FU-10000965,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Furniture,Furnishings,5194.0,3064.0
FUR-FU-10001025,"Eldon Imàge Series Desk Accessories, Clear",Furniture,Furnishings,486.0,277.0
FUR-FU-10001037,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",Furniture,Furnishings,948.0,521.0
FUR-FU-10001057,Tensor Track Tree Floor Lamp,Furniture,Furnishings,1998.0,1539.0
FUR-FU-10001085,3M Polarizing Light Filter Sleeves,Furniture,Furnishings,1864.0,1007.0
FUR-FU-10001095,DAX Black Cherry Wood-Tone Poster Frame,Furniture,Furnishings,2648.0,1642.0
FUR-FU-10001185,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",Furniture,Furnishings,3093.0,1825.0
FUR-FU-10001196,DAX Cubicle Frames - 8x10,Furniture,Furnishings,577.0,404.0
FUR-FU-10001215,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",Furniture,Furnishings,4313.0,2502.0
FUR-FU-10001290,Executive Impressions Supervisor Wall Clock,Furniture,Furnishings,4210.0,2863.0
FUR-FU-10001379,"Executive Impressions 16-1/2"" Circular Wall Clock",Furniture,Furnishings,2672.0,1496.0
FUR-FU-10001424,Dax Clear Box Frame,Furniture,Furnishings,873.0,576.0
FUR-FU-10001468,Tenex Antistatic Computer Chair Mats,Furniture,Furnishings,17098.0,15388.0
FUR-FU-10005002,"Eldon Executive Woodline II Desk Accessories, Mahogany",Furniture,Furnishings,2513.0,1834.0
FUR-FU-10001473,DAX Wood Document Frame,Furniture,Furnishings,1373.0,878.0
FUR-FU-10001475,"Contract Clock, 14"", Brown",Furniture,Furnishings,2198.0,1451.0
FUR-FU-10001487,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",Furniture,Furnishings,698.0,496.0
FUR-FU-10001488,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Furniture,Furnishings,10598.0,8478.0
FUR-FU-10001546,Dana Swing-Arm Lamps,Furniture,Furnishings,1068.0,801.0
FUR-FU-10001588,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",Furniture,Furnishings,2918.0,1663.0
FUR-FU-10001591,Advantus Panel Wall Certificate Holder - 8.5x11,Furniture,Furnishings,1220.0,708.0
FUR-FU-10001602,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Furniture,Furnishings,3793.0,3110.0
FUR-FU-10001617,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",Furniture,Furnishings,1040.0,686.0
FUR-FU-10001706,Longer-Life Soft White Bulbs,Furniture,Furnishings,308.0,160.0
FUR-FU-10001731,Acrylic Self-Standing Desk Frames,Furniture,Furnishings,267.0,166.0
FUR-FU-10001756,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Furniture,Furnishings,1904.0,1352.0
FUR-FU-10001847,Eldon Image Series Black Desk Accessories,Furniture,Furnishings,413.0,265.0
FUR-FU-10001852,"Eldon Regeneration Recycled Desk Accessories, Smoke",Furniture,Furnishings,174.0,118.0
FUR-FU-10001861,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",Furniture,Furnishings,1939.0,989.0
FUR-FU-10001867,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Furniture,Furnishings,1064.0,766.0
FUR-FU-10001876,"Computer Room Manger, 14""",Furniture,Furnishings,3247.0,2079.0
FUR-FU-10001889,Ultra Door Pull Handle,Furniture,Furnishings,1052.0,705.0
FUR-FU-10001918,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Furniture,Furnishings,473.0,289.0
FUR-FU-10001934,Magnifier Swing Arm Lamp,Furniture,Furnishings,2098.0,1553.0
FUR-FU-10001935,3M Hangers With Command Adhesive,Furniture,Furnishings,370.0,218.0
FUR-FU-10001940,Staple-based wall hangings,Furniture,Furnishings,796.0,446.0
FUR-FU-10001967,Telescoping Adjustable Floor Lamp,Furniture,Furnishings,1998.0,1499.0
FUR-FU-10001979,Dana Halogen Swing-Arm Architect Lamp,Furniture,Furnishings,4097.0,2950.0
FUR-FU-10001986,"Dana Fluorescent Magnifying Lamp, White, 36""",Furniture,Furnishings,5098.0,3569.0
FUR-FU-10002030,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",Furniture,Furnishings,2223.0,1245.0
FUR-FU-10002045,"Executive Impressions 14""",Furniture,Furnishings,2223.0,1245.0
FUR-FU-10002088,Nu-Dell Float Frame 11 x 14 1/2,Furniture,Furnishings,898.0,521.0
FUR-FU-10002107,Eldon Pizzaz Desk Accessories,Furniture,Furnishings,223.0,125.0
FUR-FU-10002111,"Master Caster Door Stop, Large Brown",Furniture,Furnishings,728.0,451.0
FUR-FU-10002116,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Furniture,Furnishings,7070.0,6576.0
FUR-FU-10002157,Artistic Insta-Plaque,Furniture,Furnishings,1568.0,956.0
FUR-FU-10002191,G.E. Halogen Desk Lamp Bulbs,Furniture,Furnishings,698.0,363.0
FUR-FU-10002240,Nu-Dell EZ-Mount Plastic Wall Frames,Furniture,Furnishings,394.0,236.0
FUR-FU-10002253,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",Furniture,Furnishings,4294.0,2619.0
FUR-FU-10002268,Ultra Door Push Plate,Furniture,Furnishings,491.0,329.0
FUR-FU-10002298,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Furniture,Furnishings,11098.0,9322.0
FUR-FU-10002364,"Eldon Expressions Wood Desk Accessories, Oak",Furniture,Furnishings,738.0,524.0
FUR-FU-10002379,Eldon Econocleat Chair Mats for Low Pile Carpets,Furniture,Furnishings,4147.0,3649.0
FUR-FU-10002396,"DAX Copper Panel Document Frame, 5 x 7 Size",Furniture,Furnishings,1258.0,730.0
FUR-FU-10002445,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Furniture,Furnishings,948.0,569.0
FUR-FU-10002456,"Master Caster Door Stop, Large Neon Orange",Furniture,Furnishings,728.0,415.0
FUR-FU-10002501,Nu-Dell Executive Frame,Furniture,Furnishings,1264.0,796.0
FUR-FU-10002505,Eldon 100 Class Desk Accessories,Furniture,Furnishings,337.0,229.0
FUR-FU-10002506,"Tensor ""Hersey Kiss"" Styled Floor Lamp",Furniture,Furnishings,1299.0,1143.0
FUR-FU-10002508,Document Clip Frames,Furniture,Furnishings,834.0,484.0
FUR-FU-10002553,"Electrix Incandescent Magnifying Lamp, Black",Furniture,Furnishings,3665.0,2675.0
FUR-FU-10002554,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Furniture,Furnishings,2399.0,1847.0
FUR-FU-10002597,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",Furniture,Furnishings,494.0,287.0
FUR-FU-10002671,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Furniture,Furnishings,1340.0,697.0
FUR-FU-10002685,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",Furniture,Furnishings,1870.0,1159.0
FUR-FU-10002703,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",Furniture,Furnishings,6445.0,5672.0
FUR-FU-10002759,12-1/2 Diameter Round Wall Clock,Furniture,Furnishings,1998.0,1279.0
FUR-FU-10002813,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Furniture,Furnishings,2023.0,1295.0
FUR-FU-10002874,Ultra Commercial Grade Dual Valve Door Closer,Furniture,Furnishings,3989.0,2713.0
FUR-FU-10002878,"Seth Thomas 14"" Day/Date Wall Clock",Furniture,Furnishings,2848.0,1794.0
FUR-FU-10002885,Magna Visual Magnetic Picture Hangers,Furniture,Furnishings,482.0,299.0
FUR-FU-10002918,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Furniture,Furnishings,9098.0,8097.0
FUR-FU-10002937,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Furniture,Furnishings,9923.0,4962.0
FUR-FU-10002960,"Eldon 200 Class Desk Accessories, Burgundy",Furniture,Furnishings,628.0,364.0
FUR-FU-10002963,"Master Caster Door Stop, Gray",Furniture,Furnishings,508.0,335.0
FUR-FU-10003026,"Eldon Regeneration Recycled Desk Accessories, Black",Furniture,Furnishings,484.0,295.0
FUR-FU-10003039,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",Furniture,Furnishings,4313.0,2847.0
FUR-FU-10003095,"Linden 12"" Wall Clock With Oak Frame",Furniture,Furnishings,3397.0,2379.0
FUR-FU-10003096,"Master Giant Foot Doorstop, Safety Yellow",Furniture,Furnishings,759.0,433.0
FUR-FU-10003142,"Master Big Foot Doorstop, Beige",Furniture,Furnishings,528.0,364.0
FUR-FU-10003192,Luxo Adjustable Task Clamp Lamp,Furniture,Furnishings,8884.0,6573.0
